3939_2_2,14813.88864,1425164400
3961_2_2,10006.45838305651,1425164400
3950_3_0_1_1_3,12281.57273825787,1425164400
3962_2_0_1,10721.62868118664,1425164400
3939_2_0_0,3674.0,1425164400
3950_3_2_0_1_1,26192.08716861646,1425164400
3946_0_1,29779.49381249952,1425164400
3959_0_0,6617.3734188529063,1425164400
3950_3_1_3_1_0,20431.31673401701,1425164400
3951_2_2_1_2_1,6474.8783917890837,1425164400
3950_3_1_1_2_2_2,6288.3561800701372,1425164400
3950_3_1_2_2_0_1,7987.259635635732,1425164400
3950_3_2_0_1_3,20213.79893669133,1425164400
3950_3_1_2_1_0_1,7097.7006029022878,1425164400
3950_0_2_1_1,31463.13629709926,1425164400
3949_2_3_0,4099.5194708494172,1425164400
3951_2_0_1_0,14544.5749500106,1425164400
3940_1_1,13046.27351522494,1425164400
3948_1_1_1_1,21214.46662450791,1425164400
3945_0_0_0_1_0,3940.9131579794529,1425164400
3950_0_2_2_1_3,16563.05864022157,1425164400
3950_0_0_0_2,13530.81010226235,1425164400
3950_3_2_0_1_2_0,5938.3462205880885,1425164400
3950_1_3_3_0_3,14585.51790804561,1425164400
3950_3_1_0_2_0,11742.99868569049,1425164400
3950_2_3_0_3_2,8001.995760201045,1425164400
3944_0_2,20952.31294913888,1425164400
3946_3_0_1_1,5655.9776625198165,1425164400
3948_0_2_2,20282.79452900834,1425164400
3952_1_3_1_2,11866.2797227148,1425164400
3951_0_2_0,10095.95804260235,1425164400
3952_3_1_1,11609.30298349722,1425164400
3950_3_1_2_3_3,39687.79693314545,1425164400
3947_1_1_1,12563.69264147134,1425164400
3945_3_1_2,10612.2581736277,1425164400
3939_3_2,34195.37103506799,1425164400
3962_2_1,13886.10831312434,1425164400
3951_1_3_2_2_0,5423.5115170126988,1425164400
3961_3_1,8704.9600164021204,1425164400
3952_2_2_2_2,6153.1933910106055,1425164400
3939_3_0_2,21575.68253579197,1425164400
3950_3_1_0_2_1,13562.5914369367,1425164400
3964_2_3,10142.6046822594,1425164400
3939_2_1_1,13111.2228618123,1425164400
3947_2_0_1_0,12748.93097263248,1425164400
3944_3_1_1,7305.1400424452298,1425164400
3950_2_0_0_1_0,16188.36455162926,1425164400
3945_1_0_1_3,5058.3291054491818,1425164400
3950_2_1_2_3,4679.0649678433675,1425164400
3945_1_2_0,16026.5688593843,1425164400
3946_0_3_0,10469.5101951513,1425164400
3951_2_2_3_2_0,3878.0804299119078,1425164400
3946_3_3_0,3639.3830660543932,1425164400
3948_1_1_0_2_2,9799.1318742356322,1425164400
3950_2_0_3_0_1_1,5941.3487631748692,1425164400
3950_2_0_3_0_0_3,6315.9397851323301,1425164400
3949_0_2_0,17854.18162924444,1425164400
3950_3_1_1_0_3_1,4350.0319479329131,1425164400
3950_2_0_0_3_3_3,10449.68251012761,1425164400
3950_0_2_3_0_0,4128.8096177233406,1425164400
