1;2013-12-31T00:00:00+0100;0.7;0.0
2;2013-12-31T00:00:00+0100;0.7;0.0
3;2013-12-31T00:00:00+0100;0.7;0.0
4;2013-12-31T00:00:00+0100;0.7;0.0
101;2013-12-31T00:00:00+0100;0.7;0.0
102;2013-12-31T00:00:00+0100;0.7;0.0
103;2013-12-31T00:00:00+0100;0.7;0.0
104;2013-12-31T00:00:00+0100;0.7;0.0
105;2013-12-31T00:00:00+0100;0.7;0.0
201;2013-12-31T00:00:00+0100;0.7;0.0
202;2013-12-31T00:00:00+0100;0.7;0.0
203;2013-12-31T00:00:00+0100;0.7;0.0
204;2013-12-31T00:00:00+0100;0.7;0.0
205;2013-12-31T00:00:00+0100;0.7;0.0
301;2013-12-31T00:00:00+0100;0.7;0.0
302;2013-12-31T00:00:00+0100;0.7;0.0
303;2013-12-31T00:00:00+0100;0.7;0.0
304;2013-12-31T00:00:00+0100;0.7;0.0
305;2013-12-31T00:00:00+0100;0.7;0.0
401;2013-12-31T00:00:00+0100;0.7;0.0
402;2013-12-31T00:00:00+0100;0.7;0.0
403;2013-12-31T00:00:00+0100;0.7;0.0
404;2013-12-31T00:00:00+0100;0.7;0.0
405;2013-12-31T00:00:00+0100;0.7;0.0
501;2013-12-31T00:00:00+0100;0.7;0.0
502;2013-12-31T00:00:00+0100;0.7;0.0
503;2013-12-31T00:00:00+0100;0.7;0.0
504;2013-12-31T00:00:00+0100;0.7;0.0
505;2013-12-31T00:00:00+0100;0.7;0.0
601;2013-12-31T00:00:00+0100;0.7;0.0
602;2013-12-31T00:00:00+0100;0.7;0.0
603;2013-12-31T00:00:00+0100;0.7;0.0
604;2013-12-31T00:00:00+0100;0.7;0.0
605;2013-12-31T00:00:00+0100;0.7;0.0
701;2013-12-31T00:00:00+0100;0.7;0.0
702;2013-12-31T00:00:00+0100;0.7;0.0
703;2013-12-31T00:00:00+0100;0.7;0.0
704;2013-12-31T00:00:00+0100;0.7;0.0
705;2013-12-31T00:00:00+0100;0.7;0.0
801;2013-12-31T00:00:00+0100;0.7;0.0
802;2013-12-31T00:00:00+0100;0.7;0.0
803;2013-12-31T00:00:00+0100;0.7;0.0
804;2013-12-31T00:00:00+0100;0.7;0.0
805;2013-12-31T00:00:00+0100;0.7;0.0
901;2013-12-31T00:00:00+0100;0.7;0.0
902;2013-12-31T00:00:00+0100;0.7;0.0
903;2013-12-31T00:00:00+0100;0.7;0.0
904;2013-12-31T00:00:00+0100;0.7;0.0
905;2013-12-31T00:00:00+0100;0.7;0.0
1001;2013-12-31T00:00:00+0100;0.7;0.0
1002;2013-12-31T00:00:00+0100;0.7;0.0
1003;2013-12-31T00:00:00+0100;0.7;0.0
1004;2013-12-31T00:00:00+0100;0.7;0.0
1005;2013-12-31T00:00:00+0100;0.7;0.0
1006;2013-12-31T00:00:00+0100;0.7;0.0
1101;2013-12-31T00:00:00+0100;0.7;0.0
1102;2013-12-31T00:00:00+0100;0.7;0.0
1103;2013-12-31T00:00:00+0100;0.7;0.0
1104;2013-12-31T00:00:00+0100;0.7;0.0
1105;2013-12-31T00:00:00+0100;0.7;0.0
1106;2013-12-31T00:00:00+0100;0.7;0.0
1201;2013-12-31T00:00:00+0100;0.7;0.0
1202;2013-12-31T00:00:00+0100;0.7;0.0
1203;2013-12-31T00:00:00+0100;0.7;0.0
1204;2013-12-31T00:00:00+0100;0.7;0.0
1205;2013-12-31T00:00:00+0100;0.7;0.0
1206;2013-12-31T00:00:00+0100;0.7;0.0
1301;2013-12-31T00:00:00+0100;0.7;0.0
